,text,waktu,jumlah kata,jam,label
252,besok sekolah offline males bat mandi pagi anjrit siapa sih suka mandi pagi,2021-04-18 16:35:58+00:00,13,siang,1
253,adh selasa gue sekolah offline,2021-04-18 16:04:35+00:00,5,siang,1
254,males banget minggu depan sekolah offline,2021-04-24 22:42:58+00:00,6,malam,1
256,bener bgt blm ngerasain sekolah offline jadi dkt sama temen kelas but ikut osis nah osis sering bgt rapat ngadain acara offline jadi lumayan kenal sama tmn osis awal kenal oke oke baru bener bener kaget nyata rata rata mreka face,2021-04-21 17:28:33+00:00,41,malam,1
257,klo sekolah offline liat orgnya hati uda ngedumel gajelas,2021-04-21 17:13:22+00:00,9,malam,1
258,semenjak sekolah offline jadi males takut buka,2021-04-21 16:39:09+00:00,7,siang,1
259,takut banget klo misal semester depan beneran sekolah offline bukan gmn masalah ngomong kalimat pak sariroti bata kyk maling,2021-04-20 12:48:23+00:00,19,siang,1
260,bisa nyokap gue nanya dulu adek gue udah sekolah offline kamu mau sekolah gak besok adek also adek gue lah aku mau rebah aja rumah sekolah online gue like sekolah aja dek kakak besok sks anjir brisik kamu kan,2021-04-20 12:36:56+00:00,39,siang,1
261,huufft cape bgt sekolah offline blm beres,2021-04-20 07:27:35+00:00,7,pagi,1
262,sekolah offline pas puasa kaya cacing panas,2021-04-20 01:13:12+00:00,7,pagi,1
263,aku takut mau sekolah offline,2021-04-19 22:37:01+00:00,5,malam,1
264,ken tidur jam masuk sekolah offline takut gbsa bangun lgi,2021-04-19 22:04:05+00:00,10,malam,1
265,besok aku sekolah offline,2021-04-19 14:45:24+00:00,4,siang,1
266,sekolah offline bikin males bgt plis,2021-04-19 00:09:40+00:00,6,pagi,1
267,sekolah offline lgi pulang siang hua,2021-04-18 23:34:55+00:00,6,malam,1
268,gasiap klo sekolah offline gapunya temen,2021-04-18 21:15:51+00:00,6,malam,1
269,hari sekolah offline deg deg banget malu takut,2021-04-18 21:11:54+00:00,8,malam,1
270,hua sekolah offline hari,2021-04-18 20:43:43+00:00,4,malam,1
271,hadeh besok sekolah offline,2021-04-18 14:57:35+00:00,4,siang,1
272,besok gue sekolah offline males banget,2021-04-18 13:17:52+00:00,6,siang,1
274,nang besok sekolah offline,2021-04-18 08:14:09+00:00,4,pagi,1
275,senin sekolah gua mulai tatap muka anj paham apaapa,2021-04-22 00:49:18+00:00,9,pagi,1
276,aku sekolah offline,2021-04-19 23:10:01+00:00,3,malam,1
277,sekolah offline bikin cape bgt,2021-04-19 22:44:52+00:00,5,malam,1
278,gue hari sekolah offline kepala gue pusing gmn,2021-04-19 19:15:17+00:00,8,malam,1
279,duh sekolah offline,2021-04-18 22:43:45+00:00,3,malam,1
280,bsk sekolah offline hari kdu swab anj,2021-04-18 22:19:20+00:00,7,malam,1
281,sekolah offline pulak,2021-04-18 20:04:04+00:00,3,malam,1
282,aku malah udah sekolah offline,2021-04-18 11:07:34+00:00,5,siang,1
283,besok gue sekolah offline males bgt,2021-04-18 11:06:33+00:00,6,siang,1
284,gausah ingetin karna besok gue sekolah offline,2021-04-18 11:00:16+00:00,7,siang,1
285,gabisa bayangin udh pas puasa gin jam tidur beranta trs sekolah offline,2021-04-18 10:49:48+00:00,12,siang,1
286,aku besok sekolah offline,2021-04-18 10:48:41+00:00,4,siang,1
287,besok beneran sekolah offline dong,2021-04-18 02:09:20+00:00,5,pagi,1
288,besok udah sekolah offline,2021-04-18 01:26:21+00:00,4,pagi,1
289,what anjir gue sekolah tatap muka,2021-04-24 12:03:55+00:00,6,siang,1
290,gue besok senin udah sekolah tatap muka sebel,2021-04-24 11:12:28+00:00,8,siang,1
291,awas gelombang dua perintah ada masalah apa sii gimana mau buka sekolah tatap muka klo gin indonesia blm selesai gelombang pertama lndia sedang gelombang,2021-04-23 12:16:14+00:00,24,siang,1
292,moga juli bsk gajadi sekolah offline aamiin,2021-04-18 18:42:09+00:00,7,malam,1
294,aja kelas ngerti apa apa pdahal offline thn,2021-04-19 21:48:38+00:00,8,malam,1
295,untung kelas online klo offline sanggup nahan malu pas kelas,2021-04-19 05:44:22+00:00,10,pagi,1
296,hduh simulasi tatap muka nieh kelas,2021-04-24 00:03:06+00:00,6,pagi,1
297,jawab aku tambah bingung jelas gamungkin banget kalau kelas ajar tatap muka buat apa giat apa proof gform nyata tuju wali gaada pilih kelas,2021-04-23 17:15:56+00:00,24,malam,1
298,gue udah enek banget kuliah online pinter kaga ada lama dapet sakit tulang plis lahh jangan aneh aneh dulu gue udah gasabar juni kuliah offline,2021-04-23 22:27:41+00:00,25,malam,1
300,heran kemaren ngerengek minta kuliah offline sekarang gilir udah mau offline bilang udah nyaman kuliah online kaya tuhan canda deh,2021-04-23 22:13:02+00:00,20,malam,1
302,bayang klo kuliah offline aku gila apaa ayo online aja sem depan,2021-04-22 15:54:42+00:00,12,siang,1
303,bener bosen bgt kuliah offline kaya gin,2021-04-23 05:28:44+00:00,7,pagi,1
304,online karna dri awal masuk kuliah udh onlen jdi klo tbtb offline takut aja orang udh punya circle notabennya anak rantau lebih takut punya temen,2021-04-23 04:11:57+00:00,25,pagi,1
305,kalo online ngerjain tugas nya bisa kalo offline ntar tahu bisa huhu tpi gimna kan kalo pikir kayak gitu nya maju ntar jadi kuliah offline biar tauu gimn,2021-04-23 04:01:05+00:00,28,pagi,1
306,beda banget kuliah offline tubuh aku lebih capek bolak balik lab terus makan ngga atur waktu istirahat nya ngga cukup ngantri akhir makan hari sekali waktu pulang malam aja online lebih fleksibel tugas banyak jujur enak online,2021-04-22 02:13:17+00:00,37,pagi,1
307,udah nyaman malang jadi males kuliah offline jogja masa,2021-04-21 16:44:55+00:00,9,siang,1
308,yaallah mas dendam bgt abis liat jadwal kuliah minggu bsok ttp masuk matkul offline kyk gada rasa manusia bgt,2021-04-21 16:38:19+00:00,19,siang,1
309,lawak bgt boleh kuliah offline punya ktp bandung doang,2021-04-21 14:05:07+00:00,9,siang,1
310,rasa nya gue bnrbnr gamau offline misal kuliah bulan juli nnti bnrn offline pgn dirmh aja mak guee,2021-04-20 15:43:51+00:00,18,siang,1
311,sangat nanti kuliah offline,2021-04-20 15:33:04+00:00,4,siang,1
312,beneran mager kuliah offline mana ujan gin mending tidur,2021-04-20 00:04:55+00:00,9,pagi,1
313,entah skrg sibuk nya organisasi kuliah online sering kampus buat rapat macam jadi asa kuliah offline,2021-04-19 22:46:16+00:00,16,malam,1
314,iya aku tau aku ngampus sana paksa offline balik kampus masuk kuliah objek teliti beda kota angkat,2021-04-19 22:28:46+00:00,17,malam,1
315,kuliah offline huhu,2021-04-19 04:23:33+00:00,3,pagi,1
316,siap kuliah offline,2021-04-18 14:48:14+00:00,3,siang,1
317,gak sih engga usah kuliah gua mau cari duit aja jujur capee baru semester online kalo offline apa stress gua,2021-04-18 14:06:11+00:00,20,siang,1
318,cape bgt badan sakit semwaa gmn klo sekolah offline nnti,2021-04-24 21:17:17+00:00,10,malam,1
319,sedi banget senin pagi ikut streaming gara sekolah offline,2021-04-24 15:53:10+00:00,9,siang,1
320,kok orang ken sekolah offline,2021-04-24 15:48:27+00:00,5,siang,1
321,males banget sekolah offline,2021-04-23 22:09:16+00:00,4,malam,1
322,males bngt sekolah offline,2021-04-23 21:58:17+00:00,4,malam,1
323,senin masuk sekolah offline,2021-04-23 19:25:48+00:00,4,malam,1
324,cokk males sekolah offline akuu males ketemu uwongg,2021-04-23 16:04:26+00:00,8,siang,1
325,uji sekolah offline gila,2021-04-23 08:47:30+00:00,4,pagi,1
326,serius mah sekarang males masuk sekolah offline padahal dulu pgn banget haha,2021-04-23 03:34:55+00:00,12,pagi,1
327,sekolah offline jam set sampe set trs lanjut daring rumah masing masing samoe jam tengah serius nanya emang sistem,2021-04-23 03:03:07+00:00,19,pagi,1
328,tengah hari sekolah offline trs dilanjutin daring aneh bgt,2021-04-23 03:01:37+00:00,9,pagi,1
329,aku mau sekolah offline,2021-04-23 02:56:40+00:00,4,pagi,1
330,kalo offline gue udah make seragam siap siap pergi sekolah,2021-04-22 23:15:52+00:00,10,malam,1
331,anjrit gue sekolah offline,2021-04-22 22:45:16+00:00,4,malam,1
332,senin dah sekolah offline,2021-04-22 09:03:18+00:00,4,siang,1
333,besok senin aku sekolah offline takut bangun pagi,2021-04-22 08:46:18+00:00,8,pagi,1
334,mana libur ada tugas lebih numpuk banding sekolah offline,2021-04-22 08:13:24+00:00,9,pagi,1
335,mingdep sekolah offline,2021-04-22 08:04:17+00:00,3,pagi,1
336,mingdep mulai sekolah offline hiks,2021-04-22 08:00:30+00:00,5,pagi,1
337,gue drtd matiin satu pas idupin nyata udh telfonin masuk kelas offline hari tbtb tambah gue kelas laen brook gmn dong dah asa idol jadwal tabrak,2021-04-24 07:26:00+00:00,26,pagi,1
338,relate bgt gue dulu kumpul kuasa kelas pas mas offline trus kek cuman bacot doang hasil gue temen bang gue notabene shbat gue kek budak tiap ulang hrian ujicb slalu mnta gue tmen gue nyontekin,2021-04-24 04:03:22+00:00,35,pagi,1
340,udah nonton konten rupa kreator sama atas anak kelas besar smp nyata gak tau pribahasa tau tiktok luar kepala padahal rasa sekolah offline memang salah dgn sistem,2021-04-22 06:13:42+00:00,27,pagi,1
341,jujur gue lebih neng daring drpd offline krn semua dosen baik baik memberitahu hari kelas udah jauh pagi pergi kampus dosen sakit metode daring dosen jarang hadir arti metode efisien utk dosen,2021-04-22 03:20:29+00:00,32,pagi,1
342,coba dengerin asmr suara hujan gitu waktu tmnku nyoba tdr pdhl insom akut soal smstr ada bbrp matkul butuh kelas offline wkwk iyapp nugasnya numpuk,2021-04-22 01:18:45+00:00,25,pagi,1
343,udah kelas offline,2021-04-22 01:04:20+00:00,3,pagi,1
344,offline kelas pagi sakit perut bloman dteng bulan pagi sih,2021-04-21 23:36:23+00:00,10,malam,1
348,kalo offline kayak udah usir kelas deh,2021-04-21 03:21:51+00:00,7,pagi,1
349,wah offline aku paling kulon kelas hari ganti tugas,2021-04-21 02:23:47+00:00,9,pagi,1
350,kelas online pagi aja aku susah bangun pas offline,2021-04-20 16:54:44+00:00,9,siang,1
352,sekali nya masuk kelas offline beuh yaallah aus banget,2021-04-20 06:29:39+00:00,9,pagi,1
353,migrain lelap bangun tgk jam alamak dah pkul tak solat kelas pkul terus lari dapo wuduk lpstu solat sekali check hahahahah kelas offline aku terus tutup lampu,2021-04-20 06:12:17+00:00,27,pagi,1
354,tahap men nnti semua langsung serentak susah makanya jgn kebelet offline dlu sie saran tau btw sma nder dlu waktu kelas akhir smpt ngeluh krn disuru bolak balik sma tau urusanny gkjls takutin dah bneran kjadian,2021-04-20 01:29:25+00:00,36,pagi,1
355,soal dulu tuh pas kelas offline aja cowo kampus pas bahas budaya kpop langsung bener teriak ngejelek alesan jelas feel proud ngejelekin depan org banyak,2021-04-19 22:18:06+00:00,25,malam,1
356,mls bat bsok kls offline mana presentasi kelas blom siapin apa,2021-04-19 14:50:39+00:00,11,siang,1
357,kalo kampus waktu msh offline dulu jurus tentu teknik ngelabnya emng ampe jam malem ini kelas reguler skrng online malah jadwal kayak lbh enak sampe malem,2021-04-19 13:21:02+00:00,26,siang,1
358,emang mungkin meminimalisir tular via transport umum assuming all uni did the same thing kelas kalo kapasitas rangin gimana mesti kost jauh kan ada ajar offline meski penuh otomatis mesti kosan dong,2021-04-19 09:55:50+00:00,32,siang,1
359,aku lgsg bayangin kondisi tadi kelas offline trs gabisa jawab geser temen belah,2021-04-19 07:36:21+00:00,13,pagi,1
361,kok kesan kayak guru niat ngajar harus tetep adil lah kan kasi belum dapet ijin ortunya buat ikut kelas offline,2021-04-19 04:05:42+00:00,20,pagi,1
362,kalau dosen tanya terus mahasiswa jawab kayak marah kelas soal kelas kecil kalau kelas besar masalah kelas online kelas offline,2021-04-19 02:12:24+00:00,20,pagi,1
363,kan gaasik offline nya pas uji naik kelas nilai anjlok semua,2021-04-19 01:58:46+00:00,11,pagi,1
364,mana siang kelas offline,2021-04-18 20:27:15+00:00,4,malam,1
365,runding sama temen kelas berat kalo kuliah offline ada surat edar kuliah nyata offline sementara waktu kalo baik langsung diomongin dosen biar sama sama enak,2021-04-18 19:55:26+00:00,25,malam,1
367,gue emang lanjur nyaman online untung pas masuk offline sisa turun lapang sama skripsi doang jadi sama aja kelas,2021-04-18 08:56:06+00:00,19,pagi,1
368,kelas offline lebih intimidasi tauu,2021-04-18 08:03:53+00:00,5,pagi,1
369,bilangin nan dong jgan kelas tatap muka plis lah mau bobo hari,2021-04-22 19:56:02+00:00,12,malam,1
370,suka sama satu mata kuliah jadi satu kelas berdo moga hujan biar besok jadi tatap muka wkwkwk,2021-04-22 14:04:26+00:00,17,siang,1
372,kuliah tatap muka tak suka udah ikut kelas tinggal tidur hahaha,2021-04-20 08:52:32+00:00,11,pagi,1
373,makan sekolah anak lbh baik tinggal kelas izin tatap muka dosa anak tular mentang raja grab,2021-04-20 04:48:42+00:00,16,pagi,1
374,lama daring tadi pertama kali ketemu tatap muka masuk kelas malah guru nanya anak murid mau ngapain,2021-04-20 04:30:51+00:00,17,pagi,1
375,welcome simulasi uji tatap muka macam uji nyali plus uji suara tahun ngga manggung kelas,2021-04-20 04:16:28+00:00,15,pagi,1
376,hehehe dulu wkt kuliah tatap muka kelas asistensi sampe jam buka kira abis buka bubar pulang tau lanjut,2021-04-20 01:06:59+00:00,18,pagi,1
377,saya pribadi sih anak utama kelas anjur utk masuk tatap muka krn nama anak suka kumpul ngobrol sama temen main lari jadi bisa jaga diri masing nyontoh org tua masker,2021-04-19 15:17:23+00:00,30,siang,1
379,adkel sekolah udah ajar tatap muka kelas nya stress ngerjain,2021-04-19 05:33:48+00:00,10,pagi,1
380,sekolah anak mulai hari mulai tatap muka untung mau ngajar kelas online aneh kemaren kepsek bilang salah satu syarat adakan tatap muka guru nya harus vaksin utk level paud guru nya blm jatah vaksin,2021-04-19 01:42:54+00:00,34,pagi,1
381,hari pertama sekolah tatap muka siswa istimewa rewel mau masuk kelas wkwkw okay sipp,2021-04-19 01:21:54+00:00,14,pagi,1
382,kelas anak ortu udah survei tuju sekolah tatap muka embel prokes ketat menang lipat selaku tuju ketar tir nih,2021-04-19 00:25:37+00:00,19,pagi,1
383,gak ngerti jadi tatap muka buat apa dong wali kelas nya diem pas tanya spt,2021-04-18 22:51:12+00:00,15,malam,1
385,kanan ngangetin makan kiri goreng perkedel jagung nyendokin blewah tugas tambah kerjain darimana dulu tatap muka bakal suruh gantiin masuk kelas lancar kalo tatap muka,2021-04-18 10:41:00+00:00,25,siang,1
386,hee sumpah sama kayak aku loh maa aku sering kata gendut emang gendut sih makanya harap banget buat kuliah offline aku lama sekolah badan bagus leku kan gegara sering pulang jalan kaki makanya badan jaga tetep gak ngefek sih kata gendut,2021-04-24 23:28:10+00:00,41,malam,1
387,mandi pagi jam gin teh ingat masa kuliah offline tiap hari senin aku sering telat karna nungguin putri mandi lama bom milih kerudung lagi nyetrika baju lecek lagi ngiket tali sepatu gembok kosan rumit senin rudet,2021-04-24 22:59:38+00:00,36,malam,1
388,tau gas udah punya guguk nyadar bentar kuliah offline offline kos guguk sama aku gamau,2021-04-24 16:13:29+00:00,15,siang,1
389,gimana dapat bentar kuliah offline dah siap,2021-04-24 13:40:27+00:00,7,siang,1
390,kadang tiap malem cuman mintaa malem teruss gmn offline ntr kalau masalah larut larut gin bukan nya tenang kuliah malah beban moral,2021-04-24 11:51:15+00:00,22,siang,1
391,klo jujur syukur banget alhamdulillah kuliah online gin buat mahasiswa akhir gimana syukur bayangin klo offline nunggu bimbing kampus dosen gada kabar gabut ngemper pinggir ruang dosen sampe kering debu debu puasa gin,2021-04-24 03:51:31+00:00,33,pagi,1
392,heran kemaren ngerengek minta kuliah offline sekarang gilir udah mau offline bilang udah nyaman kulia,2021-04-24 02:18:01+00:00,15,pagi,1
393,siap kuliah offline bisa sambi nyuapin anak wkwk,2021-04-24 02:08:24+00:00,8,pagi,1
394,absurd bgt semalem mimipi kuliah offline paling inget pas cakap kalau asrama buat tingkat tingkat hanya untuk tingkat dek uang kembali kait uang bayar ada terus aku ayah bingung nyari kos,2021-04-24 01:42:05+00:00,31,pagi,1
395,udah selera kalo kuliah ganti offline,2021-04-24 01:18:16+00:00,6,pagi,1
397,samaa banget nder aku biasa lebih neng klo ngelakuin rumah aja masuk kuliah ehh udh lebih batas wajar udh muak aku sama tugas dikasihh kadang suka lewat padahal klo offline gak gitu,2021-04-23 21:22:34+00:00,32,malam,1
399,tim kuliah online aja deh gasiap sidang offline,2021-04-23 20:45:24+00:00,8,malam,1
401,gatau knp gamau kuliah offline,2021-04-23 17:03:01+00:00,5,malam,1
402,aku udah mau bulan kuliah offline sumpah enak malah makin ribet krn dosen mau kampus engga trus dosen tuh ngabarin off ngajarnya pepet dgn jam masuk mnt mau masuk baru kabar jarak rumah kampus mnt,2021-04-23 12:53:28+00:00,35,siang,1
403,india ngaco dah kalo emang sakit isolasi jangan imigrasi sini ken kuliah offline lepas masker bayangin aja udah kaga mudik padahal kangen sama keluarga malah india positif covid bebas masuk blok,2021-04-23 09:46:07+00:00,31,siang,1
404,wallahi kuliah offline,2021-04-23 09:12:30+00:00,3,siang,1
405,kalian takut gak sih pas masuk kuliah offline kaget soal udah biasa suasana kelas online,2021-04-21 20:23:52+00:00,15,malam,1
406,pas kuliah offline ajarin kak kos kan deketan nyata nongkrong burjo gapapa nyenyenye matane,2021-04-21 19:04:42+00:00,14,malam,1
407,nanya aku lama ngga jakarta dengan nanya begini aku ngerasa gimana sepi sini sedih bgt anjay sampe aku nang nih dlm selimut fix kayak aku bakal tinggal jakarta sampe corona usai kuliah offline,2021-04-21 17:57:06+00:00,33,malam,1
408,awal masuk kuliah ken cepet cepet ngekos bgt skrng udh banyak wacana offline malah gapengen offline xixi,2021-04-21 17:20:15+00:00,17,malam,1
409,hue juli kata udh kuliah offline takut bingit osce,2021-04-21 03:26:36+00:00,9,pagi,1
410,pantau semester mental perlahan mulai sentil nih sama beban kuliah online gin mungkin kalo offline stress managementnya bisa kali krn interaksi langsung sama temen,2021-04-20 18:33:58+00:00,24,malam,1
411,tbtb pikir gimana kalo aku uda kuliah offline mbak sibuk kerja tar adek sendiri,2021-04-20 15:21:47+00:00,14,siang,1
412,gamau kuliah offline semua asa mudah kuliah online praktikum misal,2021-04-20 14:47:31+00:00,10,siang,1
413,yuyur bom siap kuliah offline,2021-04-20 14:45:29+00:00,5,siang,1
414,besok kuliah offline jam persentasi emang kelar subuh jarang terus tidur mager kampus pagi rabu rasa senin lagi,2021-04-20 14:35:51+00:00,18,siang,1
415,skskskksksksk gin nih kalo kuliah offline besok takut canggung jadi,2021-04-20 14:33:11+00:00,10,siang,1
416,plis aku sek emo kuliah offline,2021-04-20 13:23:46+00:00,6,siang,1
417,lama bet kuliah offline,2021-04-20 11:45:32+00:00,4,siang,1
418,jgn offline pliss kuliah nyaa takutt,2021-04-20 11:39:49+00:00,6,siang,1
419,lebaran wacana kuliah offline mulai smg jadi hanya dar wacana,2021-04-19 17:40:34+00:00,10,malam,1
